enrollment_no,student_name,gender,age,section,course,year_enrollment,year_completion,hometown,category,father_occupation,mother_occupation,marks_10th,marks_12th,attendance,sgpa,cgpa,backlogs,suspension,family_income,fees_status,year_level,department,fees_flag,suspension_flag,age_at_enrollment,sgpa1,sgpa2,sgpa3,sgpa4,sgpa5,year,specialization,sgpa6,sgpa7,enrollment_no.,model_phase,final_phase,red_reason,ml_probability,rule_override,predicted_phase
BTECH2025061,Priya Dugar,F,19,B,B.Tech,2025,2028,Sawai Madhopur,General,Laborer,Businesswoman,44.41,37.82,99.15,9.5,9.5,0,Yes,300000,Partial,1,BTECH,1,1,19,,,,,,,,,,BTECH2025061,Green,Green,,0.01038961038961039,False,Green
BTECH2025062,Vikas Rathore,M,19,B,B.Tech,2025,2028,Kota,General,Engineer,Homemaker,81.33,96.66,68.28,8.0,8.0,2,No,1600000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025062,Orange,Orange,,0.5622917299771039,False,Orange
BTECH2025063,Ajay Sharma,M,19,B,B.Tech,2025,2028,Nawalgarh,General,Doctor,Homemaker,31.3,36.19,80.53,6.87,6.87,0,No,1300000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025063,Yellow,Yellow,,0.18358682145691171,False,Yellow
BTECH2025064,Nikhil Beniwal,M,18,B,B.Tech,2025,2028,Ajmer,General,Teacher,Homemaker,63.84,62.19,75.66,7.68,7.68,0,Yes,700000,Paid,1,BTECH,0,1,18,,,,,,,,,,BTECH2025064,Orange,Orange,,0.448873572683622,False,Orange
BTECH2025065,Sunita Kothari,F,19,B,B.Tech,2025,2028,Sikar,General,Teacher,Teacher,52.6,53.59,66.21,7.62,7.62,1,Yes,700000,Paid,1,BTECH,0,1,19,,,,,,,,,,BTECH2025065,Orange,Orange,,0.829056830991506,False,Orange
BTECH2025066,Sapna Jat,F,18,B,B.Tech,2025,2028,Nathdwara,OBC,Farmer,Teacher,89.29,54.17,90.57,8.77,8.77,2,Yes,500000,Partial,1,BTECH,1,1,18,,,,,,,,,,BTECH2025066,Yellow,Yellow,,0.0462619657554017,False,Yellow
BTECH2025067,Deepak Jat,M,18,B,B.Tech,2025,2028,Churu,General,Businessman,Homemaker,80.23,80.81,72.15,7.76,7.76,0,No,2700000,Paid,1,BTECH,0,0,18,,,,,,,,,,BTECH2025067,Orange,Orange,,0.516317529367286,False,Orange
BTECH2025068,Sapna Jat,F,18,B,B.Tech,2025,2028,Jodhpur,General,Teacher,Homemaker,71.88,82.23,73.55,7.66,7.66,0,No,500000,Partial,1,BTECH,1,0,18,,,,,,,,,,BTECH2025068,Orange,Orange,,0.6436171979526689,False,Orange
BTECH2025069,Sapna Jat,F,19,B,B.Tech,2025,2028,Jaipur,General,Businessman,Homemaker,27.57,27.57,57.85,6.06,6.06,2,No,2100000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025069,Yellow,Yellow,,0.3988945886005517,False,Yellow
BTECH2025070,Karan Yadav,M,18,B,B.Tech,2025,2028,Bhilwara,EWS,Laborer,Homemaker,93.08,90.3,50.7,5.89,5.89,0,No,200000,Partial,1,BTECH,1,0,18,,,,,,,,,,BTECH2025070,Orange,Orange,,0.603749210151899,False,Orange
BTECH2025071,Sakshi Bhati,F,19,B,B.Tech,2025,2028,Kishangarh,General,Laborer,Homemaker,35.98,80.18,92.3,7.63,7.63,1,No,100000,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025071,Green,Green,,0.27844216214753964,False,Green
BTECH2025072,Kavita Singh,F,19,B,B.Tech,2025,2028,Pratapgarh,General,Engineer,Homemaker,26.63,17.42,88.41,7.78,7.78,0,No,1600000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025072,Green,Green,,0.23103575527120793,False,Green
BTECH2025073,Suresh Meghwal,M,18,B,B.Tech,2025,2028,Pushkar,General,Engineer,Businesswoman,58.85,64.12,90.04,8.94,8.94,0,Yes,1000000,Paid,1,BTECH,0,1,18,,,,,,,,,,BTECH2025073,Yellow,Yellow,,0.033508598335665996,False,Yellow
BTECH2025074,Deepak Jat,M,19,B,B.Tech,2025,2028,Tonk,General,Doctor,Homemaker,41.21,68.85,88.87,7.69,7.69,0,Yes,1600000,Paid,1,BTECH,0,1,19,,,,,,,,,,BTECH2025074,Yellow,Yellow,,0.2716221334671711,False,Yellow
BTECH2025075,Ashok Kumawat,M,18,B,B.Tech,2025,2028,Kishangarh,General,Farmer,Homemaker,96.12,43.51,87.6,7.49,7.49,0,No,300000,Partial,1,BTECH,1,0,18,,,,,,,,,,BTECH2025075,Yellow,Yellow,,0.278380740430997,False,Yellow
BTECH2025076,Rajat Dugar,M,18,B,B.Tech,2025,2028,Nagaur,General,Engineer,Homemaker,85.67,46.44,72.08,6.82,6.82,3,Yes,800000,Paid,1,BTECH,0,1,18,,,,,,,,,,BTECH2025076,Yellow,Yellow,,0.3739896220155058,False,Yellow
BTECH2025077,Pallavi Chouhan,F,19,B,B.Tech,2025,2028,Nagaur,General,Teacher,Teacher,16.03,26.58,70.41,6.99,6.99,0,No,73929,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025077,Yellow,Yellow,,0.19430732532090392,False,Yellow
BTECH2025078,Sunita Kothari,F,18,B,B.Tech,2025,2028,Alwar,General,Doctor,Teacher,35.58,30.47,97.54,8.44,8.44,0,Yes,2400000,Paid,1,BTECH,0,1,18,,,,,,,,,,BTECH2025078,Green,Green,,0.01505732292917167,False,Green
BTECH2025079,Ajay Sharma,M,19,B,B.Tech,2025,2028,Ganganagar,General,Laborer,Homemaker,97.83,62.94,90.55,8.8,8.8,2,No,200000,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025079,Green,Green,,0.06052234931514012,False,Green
BTECH2025080,Nikhil Beniwal,M,19,B,B.Tech,2025,2028,Sawai Madhopur,General,Farmer,Homemaker,37.0,35.59,80.07,8.43,8.43,1,No,400000,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025080,Green,Green,,0.010033147804576377,False,Green
BTECH2025081,Ashok Kumawat,M,19,C,B.Tech,2025,2028,Nathdwara,General,Businessman,Homemaker,72.65,34.18,72.72,6.52,6.52,0,No,1200000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025081,Yellow,Yellow,,0.0745148765843784,False,Yellow
BTECH2025082,Rajat Dugar,M,19,C,B.Tech,2025,2028,Bhilwara,OBC,Businessman,Homemaker,92.65,85.59,83.02,6.58,6.58,0,No,2600000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025082,Yellow,Yellow,,0.1421060686356016,False,Yellow
BTECH2025083,Nidhi Beniwal,F,19,C,B.Tech,2025,2028,Nawalgarh,General,Businessman,Homemaker,29.11,35.75,93.18,8.09,8.09,0,Yes,2000000,Paid,1,BTECH,0,1,19,,,,,,,,,,BTECH2025083,Yellow,Yellow,,0.04278793517406963,False,Yellow
BTECH2025084,Rohit Singh,M,19,C,B.Tech,2025,2028,Nawalgarh,General,Teacher,Homemaker,82.06,93.18,79.34,6.58,6.58,0,No,700000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025084,Yellow,Yellow,,0.14636473993628973,False,Yellow
BTECH2025085,Rajat Dugar,M,19,C,B.Tech,2025,2028,Devgarh,General,Farmer,Homemaker,37.29,96.86,64.09,6.94,6.94,0,No,400000,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025085,Yellow,Yellow,,0.17725469764508656,False,Yellow
BTECH2025086,Rohit Singh,M,18,C,B.Tech,2025,2028,Kishangarh,General,Businessman,Homemaker,59.5,45.24,69.73,6.43,6.43,1,Yes,1000000,Paid,1,BTECH,0,1,18,,,,,,,,,,BTECH2025086,Yellow,Yellow,,0.019414462155859766,False,Yellow
BTECH2025087,Nidhi Beniwal,F,18,C,B.Tech,2025,2028,Ganganagar,General,Doctor,Homemaker,88.3,63.5,70.35,7.63,7.63,2,Yes,1500000,Paid,1,BTECH,0,1,18,,,,,,,,,,BTECH2025087,Orange,Orange,,0.8981355623368227,False,Orange
BTECH2025088,Ajay Sharma,M,19,C,B.Tech,2025,2028,Pushkar,OBC,Businessman,Homemaker,37.86,29.45,72.43,6.51,6.51,1,No,2200000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025088,Yellow,Yellow,,0.009802957693935136,False,Yellow
BTECH2025089,Sakshi Bhati,F,19,C,B.Tech,2025,2028,Sikar,General,Businessman,Homemaker,30.17,36.06,78.77,6.9,6.9,0,No,2000000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025089,Yellow,Yellow,,0.3001288244248052,False,Yellow
BTECH2025090,Aman Verma,M,18,C,B.Tech,2025,2028,Alwar,General,Businessman,Homemaker,42.75,30.73,80.49,8.04,8.04,0,No,400000,Partial,1,BTECH,1,0,18,,,,,,,,,,BTECH2025090,Green,Green,,0.03985455607194737,False,Green
BTECH2025091,Neha Yadav,F,19,C,B.Tech,2025,2028,Ganganagar,General,Teacher,Homemaker,24.93,23.84,56.18,4.86,4.86,4,No,400000,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025091,Orange,Orange,,0.8885206679399342,False,Orange
BTECH2025092,Nisha Malik,F,18,C,B.Tech,2025,2028,Khichan,General,Teacher,Homemaker,58.35,69.86,98.6,8.29,8.29,3,No,400000,Partial,1,BTECH,1,0,18,,,,,,,,,,BTECH2025092,Yellow,Yellow,,0.05098488108530127,False,Yellow
BTECH2025093,Praveen Soni,M,20,C,B.Tech,2025,2028,Phalodi,General,Businessman,Homemaker,35.42,47.89,83.61,7.35,7.35,0,Yes,1900000,Paid,1,BTECH,0,1,20,,,,,,,,,,BTECH2025093,Yellow,Yellow,,0.22284475122530953,False,Yellow
BTECH2025094,Karan Yadav,M,18,C,B.Tech,2025,2028,Karauli,OBC,Teacher,Homemaker,21.1,25.92,90.28,9.25,9.25,0,No,800000,Paid,1,BTECH,0,0,18,,,,,,,,,,BTECH2025094,Green,Green,,0.028840476541493788,False,Green
BTECH2025095,Rita Lodha,F,18,C,B.Tech,2025,2028,Jodhpur,General,Farmer,Homemaker,32.26,18.41,82.41,8.21,8.21,0,No,500000,Partial,1,BTECH,1,0,18,,,,,,,,,,BTECH2025095,Green,Green,,0.015440403581381023,False,Green
BTECH2025096,Seema Rathore,F,18,C,B.Tech,2025,2028,Sumerpur,General,Engineer,Homemaker,85.85,54.51,81.9,7.99,7.99,1,Yes,1000000,Paid,1,BTECH,0,1,18,,,,,,,,,,BTECH2025096,Green,Green,,0.14723209073839325,False,Green
BTECH2025097,Rahul Bhati,M,19,C,B.Tech,2025,2028,Banswara,OBC,Businessman,Homemaker,74.57,71.96,77.27,7.58,7.58,0,No,1200000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025097,Orange,Orange,,0.39010208657134765,False,Orange
BTECH2025098,Sandeep Meena,M,19,C,B.Tech,2025,2028,Beawar,General,Laborer,Teacher,47.28,61.59,79.58,8.74,8.74,2,No,300000,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025098,Green,Green,,0.02903521408563425,False,Green
BTECH2025099,Sakshi Bhati,F,18,C,B.Tech,2025,2028,Nagaur,General,Engineer,Homemaker,67.21,97.97,81.64,8.51,8.51,0,No,1300000,Paid,1,BTECH,0,0,18,,,,,,,,,,BTECH2025099,Green,Green,,0.004150099900099899,False,Green
BTECH2025100,Sneha Meena,F,19,C,B.Tech,2025,2028,Jaipur,General,Farmer,Homemaker,72.42,42.87,87.17,8.39,8.39,0,No,400000,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025100,Green,Green,,0.005567035905271199,False,Green
BTECH2025101,Rajat Dugar,M,18,C,B.Tech,2025,2028,Sumerpur,General,Laborer,Teacher,67.65,63.66,89.47,7.99,7.99,0,No,200000,Partial,1,BTECH,1,0,18,,,,,,,,,,BTECH2025101,Green,Green,,0.09576076662388994,False,Green
BTECH2025102,Yashoda Khichar,F,19,C,B.Tech,2025,2028,Devgarh,OBC,Businessman,Homemaker,50.18,77.91,70.88,7.5,7.5,0,No,1000000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025102,Orange,Orange,,0.6874905192291397,False,Orange
BTECH2025103,Ashok Kumawat,M,18,C,B.Tech,2025,2028,Bhilwara,General,Farmer,Farmer,67.01,59.11,41.02,4.72,4.72,3,No,300000,Partial,1,BTECH,1,0,18,,,,,,,,,,BTECH2025103,Orange,Orange,,0.6777629977389868,False,Orange
BTECH2025104,Sakshi Bhati,F,18,C,B.Tech,2025,2028,Ajmer,OBC,Engineer,Homemaker,65.42,97.33,80.07,6.66,6.66,0,No,1600000,Paid,1,BTECH,0,0,18,,,,,,,,,,BTECH2025104,Yellow,Yellow,,0.21481026793242267,False,Yellow
BTECH2025105,Kamal Bishnoi,M,19,C,B.Tech,2025,2028,Karauli,EWS,Businessman,Homemaker,36.21,38.42,54.0,4.69,4.69,1,No,2000000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025105,Orange,Orange,,0.9259124522094448,False,Orange
BTECH2025106,Ramesh Lodha,M,20,C,B.Tech,2025,2028,Jaipur,General,Laborer,Homemaker,92.23,76.36,90.05,7.73,7.73,0,No,300000,Partial,1,BTECH,1,0,20,,,,,,,,,,BTECH2025106,Green,Green,,0.24644069350068032,False,Green
BTECH2025107,Kamal Bishnoi,M,19,C,B.Tech,2025,2028,Jaipur,General,Laborer,Homemaker,63.58,82.97,63.06,6.2,6.2,1,Yes,200000,Partial,1,BTECH,1,1,19,,,,,,,,,,BTECH2025107,Yellow,Yellow,,0.3824719274181569,False,Yellow
BTECH2025108,Seema Rathore,F,19,C,B.Tech,2025,2028,Beawar,General,Laborer,Homemaker,74.11,95.87,65.35,7.44,7.44,1,No,200000,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025108,Orange,Orange,,0.6420595857210664,False,Orange
BTECH2025109,Suraj Kothari,M,20,C,B.Tech,2025,2028,Barmer,General,Teacher,Businesswoman,82.36,92.92,88.66,7.9,7.9,0,No,800000,Paid,1,BTECH,0,0,20,,,,,,,,,,BTECH2025109,Green,Green,,0.23785084217553495,False,Green
BTECH2025110,Rajat Dugar,M,18,C,B.Tech,2025,2028,Devgarh,General,Teacher,Homemaker,35.3,80.8,86.45,8.61,8.61,0,No,700000,Paid,1,BTECH,0,0,18,,,,,,,,,,BTECH2025110,Green,Green,,0.03377092497504781,False,Green
BTECH2025111,Sandeep Meena,M,20,C,B.Tech,2025,2028,Barmer,General,Businessman,Homemaker,41.86,28.88,90.39,9.5,9.5,0,Yes,2600000,Paid,1,BTECH,0,1,20,,,,,,,,,,BTECH2025111,Green,Green,,0.02120062059911684,False,Green
BTECH2025112,Vinod Nagar,M,19,C,B.Tech,2025,2028,Khichan,General,Businessman,Homemaker,89.77,42.63,60.38,6.54,6.54,2,Yes,800000,Paid,1,BTECH,0,1,19,,,,,,,,,,BTECH2025112,Yellow,Yellow,,0.45942343313056994,False,Yellow
BTECH2025113,Rita Lodha,F,19,C,B.Tech,2025,2028,Karauli,EWS,Businessman,Farmer,63.19,39.78,40.73,5.97,5.97,0,No,2100000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025113,Orange,Orange,,0.550085703965797,False,Orange
BTECH2025114,Aman Verma,M,19,C,B.Tech,2025,2028,Dausa,General,Businessman,Homemaker,58.82,70.68,73.42,5.96,5.96,2,Yes,2700000,Paid,1,BTECH,0,1,19,,,,,,,,,,BTECH2025114,Yellow,Yellow,,0.061633111158723164,False,Yellow
BTECH2025115,Anjali Verma,F,19,C,B.Tech,2025,2028,Devgarh,OBC,Engineer,Homemaker,51.02,34.21,81.37,6.95,6.95,0,No,1200000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025115,Yellow,Yellow,,0.3069771733164573,False,Yellow
BTECH2025116,Meera Rathore,F,19,C,B.Tech,2025,2028,Kota,General,Engineer,Homemaker,44.25,27.48,64.67,7.67,7.67,0,No,1200000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025116,Orange,Orange,,0.6465032126362354,False,Orange
BTECH2025117,Sandeep Meena,M,19,C,B.Tech,2025,2028,Bikaner,General,Laborer,Homemaker,33.98,30.3,57.9,6.85,6.85,0,Yes,100000,Partial,1,BTECH,1,1,19,,,,,,,,,,BTECH2025117,Yellow,Yellow,,0.4991221019195825,False,Yellow
BTECH2025118,Deepak Jat,M,19,C,B.Tech,2025,2028,Sawai Madhopur,General,Laborer,Homemaker,89.24,55.84,83.55,7.2,7.2,0,No,200000,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025118,Yellow,Yellow,,0.18410460135748688,False,Yellow
BTECH2025119,Ramesh Lodha,M,18,C,B.Tech,2025,2028,Churu,General,Laborer,Homemaker,35.34,84.2,69.22,7.27,7.27,0,No,200000,Partial,1,BTECH,1,0,18,,,,,,,,,,BTECH2025119,Yellow,Yellow,,0.11986554848852224,False,Yellow
BTECH2025120,Suresh Meghwal,M,20,C,B.Tech,2025,2028,Bhilwara,OBC,Laborer,Homemaker,54.72,95.12,72.5,7.62,7.62,0,No,200000,Partial,1,BTECH,1,0,20,,,,,,,,,,BTECH2025120,Orange,Orange,,0.5219107727252355,False,Orange
BTECH2025121,Aman Verma,M,19,D,B.Tech,2025,2028,Pushkar,General,Businessman,Homemaker,94.48,37.78,37.51,3.74,3.74,0,No,1500000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025121,Orange,Red,Forced Red due to critical safety threshold: CGPA <4.0,0.5731755052161952,True,Red
BTECH2025122,Ajay Sharma,M,18,D,B.Tech,2025,2028,Karauli,General,Teacher,Homemaker,49.71,48.19,92.86,8.96,8.96,0,No,600000,Paid,1,BTECH,0,0,18,,,,,,,,,,BTECH2025122,Green,Green,,0.02981286549707602,False,Green
BTECH2025123,Seema Rathore,F,19,D,B.Tech,2025,2028,Dausa,General,Teacher,Teacher,51.57,91.25,75.78,7.3,7.3,0,No,400000,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025123,Orange,Orange,,0.5891449635025205,False,Orange
BTECH2025124,Suresh Meghwal,M,19,D,B.Tech,2025,2028,Dausa,General,Farmer,Homemaker,35.91,20.1,91.31,9.5,9.5,0,Yes,600000,Paid,1,BTECH,0,1,19,,,,,,,,,,BTECH2025124,Green,Green,,0.021200620599116836,False,Green
BTECH2025125,Rahul Bhati,M,19,D,B.Tech,2025,2028,Devgarh,General,Engineer,Homemaker,33.34,87.42,71.66,6.49,6.49,0,No,900000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025125,Yellow,Yellow,,0.06729924391982932,False,Yellow
BTECH2025126,Mamta Singh,F,19,D,B.Tech,2025,2028,Ganganagar,General,Farmer,Homemaker,78.92,56.61,73.16,6.71,6.71,0,No,500000,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025126,Yellow,Yellow,,0.11316634889515619,False,Yellow
BTECH2025127,Nikhil Beniwal,M,18,D,B.Tech,2025,2028,Sawai Madhopur,General,Doctor,Homemaker,41.04,42.15,47.16,5.94,5.94,0,No,70354,Partial,1,BTECH,1,0,18,,,,,,,,,,BTECH2025127,Orange,Orange,,0.5975137529982153,False,Orange
BTECH2025128,Yashoda Khichar,F,19,D,B.Tech,2025,2028,Dausa,General,Engineer,Homemaker,68.15,97.51,75.88,9.17,9.17,0,Yes,1000000,Paid,1,BTECH,0,1,19,,,,,,,,,,BTECH2025128,Yellow,Yellow,,0.019408024306520544,False,Yellow
BTECH2025129,Pooja Sharma,F,20,D,B.Tech,2025,2028,Kota,General,Teacher,Homemaker,96.5,46.26,49.18,6.09,6.09,1,Yes,700000,Paid,1,BTECH,0,1,20,,,,,,,,,,BTECH2025129,Orange,Orange,,0.63513045434774,False,Orange
BTECH2025130,Vikas Rathore,M,18,D,B.Tech,2025,2028,Dausa,OBC,Engineer,Homemaker,40.22,78.75,88.65,8.84,8.84,1,Yes,1600000,Paid,1,BTECH,0,1,18,,,,,,,,,,BTECH2025130,Yellow,Yellow,,0.028739897873024802,False,Yellow
BTECH2025131,Yashoda Khichar,F,19,D,B.Tech,2025,2028,Churu,General,Farmer,Homemaker,20.66,28.05,87.64,8.09,8.09,1,Yes,400000,Partial,1,BTECH,1,1,19,,,,,,,,,,BTECH2025131,Green,Green,,0.07126132268881055,False,Green
BTECH2025132,Nikhil Beniwal,M,18,D,B.Tech,2025,2028,Hanumangarh,General,Farmer,Homemaker,98.44,35.72,66.54,6.13,6.13,2,No,500000,Partial,1,BTECH,1,0,18,,,,,,,,,,BTECH2025132,Yellow,Yellow,,0.02117292692415281,False,Yellow
BTECH2025133,Praveen Soni,M,19,D,B.Tech,2025,2028,Sawai Madhopur,General,Businessman,Farmer,28.43,28.27,85.76,9.25,9.25,0,No,52230,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025133,Green,Green,,0.027085374500677467,False,Green
BTECH2025134,Vikas Rathore,M,19,D,B.Tech,2025,2028,Kota,General,Teacher,Homemaker,91.27,95.8,80.22,7.46,7.46,0,No,500000,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025134,Yellow,Yellow,,0.31632737565002994,False,Yellow
BTECH2025135,Vikram Solanki,M,19,D,B.Tech,2025,2028,Bikaner,EWS,Farmer,Homemaker,67.06,41.2,92.88,9.5,9.5,0,No,76177,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025135,Green,Green,,0.025731232844014795,False,Green
BTECH2025136,Bhavya Soni,F,18,D,B.Tech,2025,2028,Hanumangarh,General,Engineer,Homemaker,92.83,92.15,77.61,6.96,6.96,3,No,1600000,Paid,1,BTECH,0,0,18,,,,,,,,,,BTECH2025136,Yellow,Yellow,,0.41228919350829596,False,Yellow
BTECH2025137,Deepak Jat,M,19,D,B.Tech,2025,2028,Hanumangarh,OBC,Laborer,Homemaker,70.71,72.26,35.53,4.54,4.54,4,Yes,100000,Partial,1,BTECH,1,1,19,,,,,,,,,,BTECH2025137,Orange,Orange,,0.4735608965990744,False,Orange
BTECH2025138,Rahul Bhati,M,18,D,B.Tech,2025,2028,Karauli,General,Farmer,Homemaker,76.7,73.7,75.92,7.34,7.34,1,No,500000,Partial,1,BTECH,1,0,18,,,,,,,,,,BTECH2025138,Yellow,Yellow,,0.3417011971203735,False,Yellow
BTECH2025139,Arjun Sharma,M,18,D,B.Tech,2025,2028,Bhilwara,General,Laborer,Homemaker,68.89,73.45,86.18,7.94,7.94,0,No,200000,Partial,1,BTECH,1,0,18,,,,,,,,,,BTECH2025139,Green,Green,,0.23555677909575756,False,Green
BTECH2025140,Sakshi Bhati,F,18,D,B.Tech,2025,2028,Nawalgarh,EWS,Farmer,Farmer,90.06,52.72,77.15,6.42,6.42,1,Yes,300000,Partial,1,BTECH,1,1,18,,,,,,,,,,BTECH2025140,Yellow,Yellow,,0.17462191500166308,False,Yellow
BTECH2025141,Vinod Nagar,M,18,D,B.Tech,2025,2028,Karauli,EWS,Farmer,Homemaker,81.44,94.72,84.86,7.55,7.55,2,Yes,300000,Partial,1,BTECH,1,1,18,,,,,,,,,,BTECH2025141,Yellow,Yellow,,0.357579072585972,False,Yellow
BTECH2025142,Pallavi Chouhan,F,19,D,B.Tech,2025,2028,Devgarh,General,Engineer,Farmer,67.4,95.53,67.96,6.79,6.79,0,No,1800000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025142,Yellow,Yellow,,0.11042237881049616,False,Yellow
BTECH2025143,Vinod Nagar,M,19,D,B.Tech,2025,2028,Nawalgarh,General,Engineer,Businesswoman,90.3,74.27,98.43,9.5,9.5,0,No,1700000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025143,Green,Green,,0.03959023098872722,False,Green
BTECH2025144,Meera Rathore,F,19,D,B.Tech,2025,2028,Nathdwara,General,Laborer,Homemaker,49.19,84.71,48.41,4.82,4.82,4,No,300000,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025144,Orange,Orange,,0.8864575881625689,False,Orange
BTECH2025145,Shweta Chauhan,F,18,D,B.Tech,2025,2028,Sawai Madhopur,General,Engineer,Homemaker,43.38,73.41,87.96,8.69,8.69,1,Yes,1900000,Paid,1,BTECH,0,1,18,,,,,,,,,,BTECH2025145,Yellow,Yellow,,0.016570326290251104,False,Yellow
BTECH2025146,Mamta Singh,F,19,D,B.Tech,2025,2028,Dausa,General,Businessman,Homemaker,43.59,64.97,55.24,4.91,4.91,2,No,2300000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025146,Orange,Orange,,0.9531876732290265,False,Orange
BTECH2025147,Geeta Saini,F,19,D,B.Tech,2025,2028,Khichan,OBC,Engineer,Homemaker,55.04,76.61,67.22,5.9,5.9,3,No,900000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025147,Yellow,Yellow,,0.3461786016755553,False,Yellow
BTECH2025148,Karan Yadav,M,18,D,B.Tech,2025,2028,Phalodi,OBC,Teacher,Homemaker,48.75,69.5,51.63,4.64,4.64,0,No,500000,Partial,1,BTECH,1,0,18,,,,,,,,,,BTECH2025148,Orange,Orange,,0.9252809996284126,False,Orange
BTECH2025149,Sneha Meena,F,20,D,B.Tech,2025,2028,Bikaner,General,Laborer,Homemaker,94.39,72.43,81.45,7.11,7.11,0,No,300000,Partial,1,BTECH,1,0,20,,,,,,,,,,BTECH2025149,Yellow,Yellow,,0.29799810970966273,False,Yellow
BTECH2025150,Suraj Kothari,M,20,D,B.Tech,2025,2028,Kishangarh,General,Teacher,Homemaker,39.99,84.73,87.23,9.5,9.5,0,No,600000,Paid,1,BTECH,0,0,20,,,,,,,,,,BTECH2025150,Green,Green,,0.025371088786391747,False,Green
BTECH2025151,Deepak Jat,M,18,D,B.Tech,2025,2028,Kota,EWS,Doctor,Farmer,79.13,64.74,64.82,5.3,5.3,0,No,1100000,Paid,1,BTECH,0,0,18,,,,,,,,,,BTECH2025151,Orange,Orange,,0.752153725031109,False,Orange
BTECH2025152,Ashok Kumawat,M,18,D,B.Tech,2025,2028,Ajmer,General,Farmer,Teacher,32.98,45.92,62.25,5.99,5.99,2,Yes,600000,Paid,1,BTECH,0,1,18,,,,,,,,,,BTECH2025152,Yellow,Yellow,,0.38714325723875626,False,Yellow
BTECH2025153,Mamta Singh,F,20,D,B.Tech,2025,2028,Devgarh,General,Farmer,Homemaker,91.19,43.82,87.51,8.98,8.98,0,Yes,400000,Partial,1,BTECH,1,1,20,,,,,,,,,,BTECH2025153,Yellow,Yellow,,0.005369202226345083,False,Yellow
BTECH2025154,Arjun Sharma,M,19,D,B.Tech,2025,2028,Ganganagar,General,Businessman,Businesswoman,96.45,61.95,68.8,8.38,8.38,0,No,2300000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025154,Yellow,Yellow,,0.1058144797717462,False,Yellow
BTECH2025155,Geeta Saini,F,18,D,B.Tech,2025,2028,Dausa,EWS,Businessman,Homemaker,32.66,23.29,89.77,8.62,8.62,0,No,2800000,Paid,1,BTECH,0,0,18,,,,,,,,,,BTECH2025155,Green,Green,,0.006179280803230383,False,Green
BTECH2025156,Nidhi Beniwal,F,19,D,B.Tech,2025,2028,Sumerpur,General,Laborer,Homemaker,91.02,72.16,51.49,5.96,5.96,1,No,100000,Partial,1,BTECH,1,0,19,,,,,,,,,,BTECH2025156,Orange,Orange,,0.5852179181886317,False,Orange
BTECH2025157,Rita Lodha,F,19,D,B.Tech,2025,2028,Beawar,OBC,Doctor,Homemaker,48.62,28.96,97.73,9.5,9.5,0,No,1300000,Paid,1,BTECH,0,0,19,,,,,,,,,,BTECH2025157,Green,Green,,0.004716141001855289,False,Green
